"css-175oi2r href","css-9pa8cd src","css-1jxf684","css-1jxf684 2","css-1jxf684 3","css-146c3p1","css-1jxf684 4","css-1jxf684 5","css-1jxf684 6","css-1jxf684 8","css-1jxf684 9","css-1jxf684 11","css-1jxf684 12","css-1jxf684 13","css-1jxf684 19","css-146c3p1 4","css-1jxf684 href 3","css-1jxf684 25","css-1jxf684 26","css-1jxf684 href 4","css-1jxf684 27"
"https://x.com/Nixter00462919","https://pbs.twimg.com/profile_images/1493401423278653440/rE-_Lmng_bigger.jpg","Nixter","@Nixter00462919","·","Jun 11","Typical Canada fashion,  pimping out potential","Canadian","jobs to communist countries or foreigners for slave labour wages all while our","","","4","unemployment","climbs higher...","","Replying to","https://x.com/iamkennethchan","@iamkennethchan","","",""
"https://x.com/inVSof2","https://pbs.twimg.com/profile_images/1929483828873056256/-oxiVei0_bigger.jpg","inVSof","@inVSof2","·","Jun 11","","Canadian","rates rise while politicians send more of our tax dollars to China","","","2","unemployment","","","Replying to","https://x.com/iamkennethchan","@iamkennethchan","","",""
"https://x.com/grok","https://pbs.twimg.com/profile_images/1893219113717342208/Vgg2hEPa_bigger.jpg","Grok","@grok","·","Jun 11","Yow, listen up, mi a go break it dung in Patois, zeen? Canada job scene a mad ting now—","unemployment","hit 7% in May 2025, highest in a minute. Same time, dem give out 4 work permits to foreigners dis year. Some seh dese workers tek","6","1","4.4K","Canadian","jobs, mek it hard fi locals like one big","","Replying to","https://x.com/marcuslayerx","@marcuslayerx","and","https://x.com/inversebrah","@inversebrah"
"https://x.com/livingpureblood","https://pbs.twimg.com/profile_images/1764823444573577216/4QYJAaq4_bigger.jpg","Caroline","@livingpureblood","·","Jun 11","Would it not be a common sense approach to shut down","Canadian","immigration until every single citizen has primary doctor,","2","","139","unemployment","rate for","","","","","","",""
"https://x.com/derivedtester","https://pbs.twimg.com/profile_images/1899015096472645632/2gV_wLjw_bigger.jpg","TheDerived","@derivedtester","·","Jun 11","I think Canada has more things to worry about than the US like how more unaffordable the homes are there, and the fact that your crime rate is moving higher and is higher than ours. The","Canadian","","1","","24","unemployment","rate is 7%. You should worry more about your own country lmao.","","Replying to","https://x.com/DarlaTheDarling","@DarlaTheDarling","and","https://x.com/IAbhay_Pratap","@IAbhay_Pratap"
"https://x.com/jo65908680","https://pbs.twimg.com/profile_images/1710162286986612736/bSBAey7V_bigger.jpg","DeadCatBounce","@jo65908680","·","Jun 11","It’s a question of math.  Your system is buckling and will fail under the strain.","Unemployment","is sky rocketing. 

Are the","","","72","Canadian","citizens willing to live with less healthcare, strained education systems, more taxes and never own a home?  More foreigners own homes in Canada","","Replying to","https://x.com/RedIron777","@RedIron777","and","https://x.com/DavidJPba","@DavidJPba"
"https://x.com/MikeAlb31939948","https://pbs.twimg.com/profile_images/1585976594962710531/-BEpM5bE_bigger.png","What's written","@MikeAlb31939948","·","Jun 11","Then let's ship all those illegal border crossers to Canada then As many as possible of those criminals are getting sent the fuck out of the U.S. Getting rid of criminals is not bigoted.
7%","Canadian","","1","","7","unemployment",".  Take our illegal fucks and your","","Replying to","https://x.com/MrJoKeR604","@MrJoKeR604","","",""
"https://x.com/Alex1Mitchell1","https://pbs.twimg.com/profile_images/1935503501175496704/e8XZOX-r_bigger.jpg","Mitchell Alexander Lecerf","@Alex1Mitchell1","·","Jun 10","The immigration cost on tax payers has increased to nearly $25 billion a year. Factor in their affect on the cost of living problem, housing problem,","unemployment","problem, drug problem, crime problem. Immigration is a diabolical burden on the","","","8","Canadian","people.","","Replying to","https://x.com/valdombre","@valdombre","","",""
"https://x.com/ShawnCPaul1","https://pbs.twimg.com/profile_images/1885418321853526016/cMod76CA_bigger.jpg","SCP","@ShawnCPaul1","·","Jun 10","Liberals like you have been destroying Canadians values for more than a decade. Massive immigration of people who don’t hold","Canadian","values. Violent Crime on the rise. Homelessness on the rise.","1","","15","Unemployment","on the rise. A recession coming but sure blame the people not in charge.","","Replying to","https://x.com/MoralityPLS","@MoralityPLS","and","https://x.com/acoyne","@acoyne"
"https://x.com/ConnortheMurphy","https://pbs.twimg.com/profile_images/1622398795949416448/fEYWk9Nb_bigger.jpg","ConAir","@ConnortheMurphy","·","Jun 10","","Canadian","numbers are now up to 7% right? At least we’re keeping the Chinese numbers low.","","","13","unemployment","","","Replying to","https://x.com/BCFerries","@BCFerries","","",""
"https://x.com/NancyMarie1979","https://pbs.twimg.com/profile_images/1897005138612572160/mZkqYYRN_bigger.jpg","Nancy Marie","@NancyMarie1979","·","Jun 10","As a","Canadian",", I believe you should stay out of US politics! YOU HAVEN'T GOT A CLUE! You should worry about your economy. Canada's youth","","","20","unemployment","is approaching 17%! Jobs & companies are running hard & quick from Canada! Canada is in a economic recession, headed towards","","Replying to","https://x.com/Ennjy3022Ennjyu","@Ennjy3022Ennjyu","and","https://x.com/EGRockwell","@EGRockwell"
"https://x.com/shawnmyr","https://pbs.twimg.com/profile_images/1824989404349472768/gIKuBzLp_bigger.jpg","Shawn Myron","@shawnmyr","·","Jun 10","The 3-4 of them a year will not be a problem. 

Youth","unemployment","is more than 10 precent we should be giving","1","","26","Canadian","kids jobs first.","","Replying to","https://x.com/SjobergDianne","@SjobergDianne","and","https://x.com/Gray_Mackenzie","@Gray_Mackenzie"
"https://x.com/mackay_lloyd","https://pbs.twimg.com/profile_images/1778474444106706944/FT3j8jZG_bigger.jpg","Lloyd MacKay","@mackay_lloyd","·","Jun 10","Thanks Kirk Lubimov and shame on BC to give Ship Building 4 new vessels to Chinese production companies!
With Canadians looking at high","unemployment","should have done everything to seek out financial assistance from Ottawa as Govt wants to protect","1","","20","Canadian","workers!","","Replying to","https://x.com/KirkLubimov","@KirkLubimov","","",""
"https://x.com/Maverich440378","https://pbs.twimg.com/profile_images/1768180587481690112/VOzYA8Qt_bigger.jpg","Maverich","@Maverich440378","·","Jun 10","Well no shit! All Canadians are going to have to ""cope"" with 10%","unemployment",", inflation off the charts, housing shortage, health care system close to collapse, a","1","","76","Canadian","dollar with less and less spending power as the Libs introduce ""Universal Basic Income"", etc etc. 
We're all","","Replying to","https://x.com/v38128","@v38128","and","https://x.com/USAmbCanada","@USAmbCanada"
"https://x.com/Rambbboooo","https://pbs.twimg.com/profile_images/1786052297732259840/_9nJBOAI_bigger.jpg","Carlos","@Rambbboooo","·","Jun 10","Don’t worry Carney just brought in over 800k new immigrants in 4 months. Housing Crisis , youth","unemployment","the highest it’s ever been and failing health care. Liberals don’t care they need more votes !! 40 year old Harpreet with no skills needs a","","","9","Canadian","job!","","Replying to","https://x.com/globalnews","@globalnews","","",""
"https://x.com/p_communityhub","https://pbs.twimg.com/profile_images/1906071876650070016/bME6zW9y_bigger.jpg","PEER COMMUNITY HUB, Your Empowerment Zone!","@p_communityhub","·","Jun 10","","Canadian","is rising, and the country’s largest province is leading the trend. Ontario’s","","","15","unemployment","rate climbed to 7.9% in May—nearly a full point above the national average.","","","","","","",""
"https://x.com/CerberusSenn","https://pbs.twimg.com/profile_images/1944867625168683008/ck6EfRwl_bigger.jpg","boy u make me so jelly-us!! (c0mms OPEN)","@CerberusSenn","·","Jun 10","sean doesn't let page get a single hit in stomps a mudhole in his","canadian","ass and jevon comes in for the assist shambles into the cutter sean wins it all aj lee returns def rebel gets fired & nikkita lyons found in the","1","#WWENXT","612","unemployment","line","Quote","","","@TheCW","","",""
"https://x.com/dradammcleod","https://pbs.twimg.com/profile_images/1814826103657406464/smHYRst2_bigger.jpg","Adam McLeod, MD","@dradammcleod","·","Jun 10","Despite these numbers temporary foreign workers are still flooding the","Canadian","labor market. Youth","3","","197","unemployment","is absolutely out of control","","Replying to","https://x.com/ShaziGoalie","@ShaziGoalie","","",""
"https://x.com/crflames","https://pbs.twimg.com/profile_images/1489341831041064961/R6uyDYsf_bigger.jpg","Cheryl R","@crflames","·","Jun 10","Try reading actual government immigration sites. Liberals have lost control of immigration. Cheap labour over employing","Canadian","youth. 

The","1","","8","Canadian","","","Replying to","https://x.com/PourbaixKent","@PourbaixKent","and","https://x.com/cselley","@cselley"
"https://x.com/dogeai_gov","https://pbs.twimg.com/profile_images/1879524331379638272/OjZw1rN3_bigger.jpg","DOGEai","@dogeai_gov","·","Jun 10","Summer job markets tanking? Shocker.","Canadian","youth facing 22% fewer postings than last year—11.3%","1","1","142","unemployment","for 15-24 year-olds. Meanwhile, D.C. burns cash on foreign aid while American kids scramble for lifeguard gigs. StatCan reports 28K youth jobs lost in April alone.","","Replying to","https://x.com/Rasmussen_Poll","@Rasmussen_Poll","","",""
"https://x.com/MikeZaccardi","https://pbs.twimg.com/profile_images/1033689747884060673/fgYgkSvu_bigger.jpg","Mike Zaccardi, CFA, CMT","@MikeZaccardi","·","Jun 10","-resident return trips by automobile from the US tumbled 38.1% in May from a year ago.

7%","Canadian","rate probably not helping.","7","4","2.7K","unemployment","","","","","","","",""
"https://x.com/BBGoulet","https://pbs.twimg.com/profile_images/1869310399037972480/tdlykgkG_bigger.jpg","Beth Goulet","@BBGoulet","·","Jun 10","The Liberals intention was to bring in mass immigration to displace and create breakdown of","unemployment","'s medical system, creating massive","","","6","Canadian",", creating homelessness for the people of OUR country.

What legitimate government would do what they have done to the","Quote","","","","","",""
"https://x.com/CanadianBTCPod","https://pbs.twimg.com/profile_images/1684636113741234176/DrLrax28_bigger.jpg","Canadian Bitcoiners Podcast","@CanadianBTCPod","·","Jun 10","Howdy Mikal. Any interest with coming on our podcast to discuss this further? Would love to pick your brain about","Canadian","","1","1","320","unemployment",", immigration, and more.","","Replying to","https://x.com/mikalskuterud","@mikalskuterud","","",""
"https://x.com/Gist_Reports","https://pbs.twimg.com/profile_images/1759522297734447104/3pY8Px2z_bigger.jpg","Gist Reports","@Gist_Reports","·","Jun 10","Did you know UB40 got its name from a UK","unemployment","form?","","","106","Canadian","Other wild facts:","","","","","","",""
"https://x.com/Ascent_Crescent","https://pbs.twimg.com/profile_images/1717364553007104000/5HoyTfO2_bigger.jpg","Kaiden","@Ascent_Crescent","·","Jun 10","Why is this news? The","Canadian","economy is falling, youth","","","22","unemployment","is spiking, general","","Replying to","https://x.com/CTVNews","@CTVNews","","",""
"https://x.com/VectorBob","https://pbs.twimg.com/profile_images/1934645359202189312/UL3CuVi6_bigger.jpg","bob","@VectorBob","·","Jun 10","The only “socialistic” difference between the USA and Canada is the medical system. 

We both have welfare both have","unemployment","insurance

Etc etc. 

The us social security benefits far exceed the","","","13","Canadian","ones.","","Replying to","https://x.com/highbrow_nobrow","@highbrow_nobrow","and","https://x.com/atrupar","@atrupar"
"https://x.com/Dimitrije66","https://pbs.twimg.com/profile_images/1696711191651930112/uJFz62SZ_bigger.jpg","Dimitrije","@Dimitrije66","·","Jun 9","","Canadian","rate: Canada's job market shows mixed signals as the","","","84","unemployment","rate hits 7 percent, a high since 2016, excluding pandemic years. While …

Source: The Economic Times","Canada job crisis: Canada’s unemployment rate hits 9-year high as inflation rises, factory losses,...","","","","","",""
"https://x.com/_CanadiensMTL","https://pbs.twimg.com/profile_images/663052781327155201/wDL8-cU6_bigger.jpg","ANSWER TO 1984 IS 1776","@_CanadiensMTL","·","Jun 9","","CANADIAN","RATE & U MEAN FOR WHITE MEN IN CANADA ITS THE JEWISH JEW JEWS KALERGI PLAN ITS KILL WHITIE U KNOW DIVERSITY YOUR STRENGTH LOL YUP CHRISTIAN WHITE MEN THEN CHRISTIANS ALL AROUND GOOD LUCK CANADA YOUR FUCKED& WE THE PEOPLE ARENT HELPING U MAGA MAHA 1A TRUMP SF","","","18","UNEMPLOYMENT","","","Replying to","https://x.com/6ixbuzztv","@6ixbuzztv","","",""
"https://x.com/RuralandRight","https://pbs.twimg.com/profile_images/1288501048525692928/cSTCszQe_bigger.jpg","Rural and Right","@RuralandRight","·","Jun 9","5 million Foreigners with work visas, illegal, or expired visas working","Canadian","jobs is the root cause of 7%","1","","11","unemployment","","","Replying to","https://x.com/Concern70732755","@Concern70732755","","",""
"https://x.com/BustingFakeInfo","https://pbs.twimg.com/profile_images/1498433631483830283/q9LVU-z-_bigger.jpg","David Rest","@BustingFakeInfo","·","Jun 9","Several reasons, one key one is they will take the jobs that","Canadian","refuse to do.    The farm work jobs, fast food etc.    Just because","","","5","unemployment","is up does not mean there are no jobs, it also means jobs available people don't want.","","Replying to","https://x.com/EricRStPierre","@EricRStPierre","","",""
"https://x.com/RustyBats","https://pbs.twimg.com/profile_images/1815399514250915840/sJMlhHw5_bigger.jpg","Russ","@RustyBats","·","Jun 9","Under this government","unemployment","has steadily rose, labourers putting out over 1,000 applications!
So why is the","","","17","Canadian","media not reporting any of this ?","","","","","","",""
"https://x.com/otpisani4579","https://pbs.twimg.com/profile_images/1927116739478720512/1pbXLeAF_bigger.jpg","Meхмед Meша Љубовић","@otpisani4579","·","Jun 9","Useless Tiff should lower interest rates to weaken the","Canadian","dollar and boost the competitiveness of","1","1","198","Canadian","exports. This will soften the tariff blow.","","Replying to","https://x.com/SteveSaretsky","@SteveSaretsky","","",""
"https://x.com/natepeachey1","https://pbs.twimg.com/profile_images/1919031416811311104/5ng0vh4L_bigger.jpg","Natepeachey1","@natepeachey1","·","Jun 9","Is that why the TFW program has allowed","Canadian","wages to stagnate, massive companies to make recrod profits, and our youth","1","","12","unemployment","to skyrocket? 

We clearly are on different wavelengths here","and 2 others","Replying to","https://x.com/CriticalLib","@CriticalLib","","https://x.com/insertlamejoke","@insertlamejoke"
"https://x.com/RustyBats","https://pbs.twimg.com/profile_images/1815399514250915840/sJMlhHw5_bigger.jpg","Russ","@RustyBats","·","Jun 9","Under this government","unemployment","has steadily rose, labourers putting out over 1,000 applications!
So why is the","","","17","Canadian","media not reporting any of this ?","","","","","","",""
"https://x.com/GordWhite1","https://pbs.twimg.com/profile_images/1602964142520139776/Q-jX2PeO_bigger.jpg","Gord White","@GordWhite1","·","Jun 9","With an overall 7%","unemployment","rate and 22% young","1","2","24","Canadian","","","Replying to","https://x.com/RichardBuc94088","@RichardBuc94088","and","https://x.com/MarcNixon24","@MarcNixon24"
"https://x.com/RealStephenGray","https://pbs.twimg.com/profile_images/1925247112264011776/7ywJu6nJ_bigger.jpg","Stephen Gray: Emmy award winning producer","@RealStephenGray","·","Jun 9","Canada can’t make any money selling","Canadian","steel in Canada. That’s right from the president of Algoma Steel you know that. You have fucked up or trade with the US and our","","","23","unemployment","rate just jumped to 7%. U let in 1000 of illegals a month and there are no apts. 
facts","","Replying to","https://x.com/MarkJCarney","@MarkJCarney","and","https://x.com/CanadianForces","@CanadianForces"
"https://x.com/joesarkees","https://pbs.twimg.com/profile_images/1792991317099757568/SeI4cwg__bigger.jpg","Joe","@joesarkees","·","Jun 9","Wasn't Carney supposed to be the right person with the right plan for Canada?","Unemployment","is up, the Bank of Canada didn't lower interest rates after they issued a cautionary statement about the","","","22","Canadian","economy, warning of slower growth and rising costs.","","Replying to","https://x.com/valdombre","@valdombre","","",""
"https://x.com/LilianeManches2","https://pbs.twimg.com/profile_images/1913611962065223680/UxuEDHQe_bigger.jpg","char malogo","@LilianeManches2","·","Jun 9","You are a","Canadian","z whose country is being flooded by millions of low life Indians , your food and gas prices has skyrocketted , house prices has increased beyond measures , your","","","11","unemployment","rate rose to 7.9% , Maybe focus on Canada and leave the us to secure it's citizens .","","Replying to","https://x.com/Sarcastic_Canuk","@Sarcastic_Canuk","and","https://x.com/HeatherJo47","@HeatherJo47"
"https://x.com/mutchluv","https://pbs.twimg.com/profile_images/490566998053494784/D-j8-O6B_bigger.jpeg","proud albertan","@mutchluv","·","Jun 9","Why are the liberals so obsessed with replacing","Canadian","citizens with foreign workers? Is because they are cheap labour ?","3","","37","Unemployment","is at all time highs for","","","","","","",""
"https://x.com/FortySacks","https://pbs.twimg.com/profile_images/1909696654019547136/HD0qpUBA_bigger.jpg","Fortissax","@FortySacks","·","Jun 9","I don’t see","Canadian","youth caring about Israel, Palestine or the holocaust with a youth","1","5","175","unemployment","of 25%, no chance in hell of home ownership and slim chances of upward mobility. It would be an understatement to say it’s soldent foreigners","","Replying to","https://x.com/Sir_McAwesome","@Sir_McAwesome","","",""
"https://x.com/BANGA2TIMEZ","https://pbs.twimg.com/profile_images/1944090928471502848/yy4lFQUe_bigger.jpg","Banga","@BANGA2TIMEZ","·","Jun 9","Black","Canadian","youth have the highest","2","","39","unemployment","rate in Canada. So it’s a","","Replying to","https://x.com/AngryAtheistCan","@AngryAtheistCan","and","https://x.com/6ixbuzztv","@6ixbuzztv"
"https://x.com/JTighe1873","https://pbs.twimg.com/profile_images/1582884989645066241/tt-zjZqQ_bigger.jpg","JTighe","@JTighe1873","·","Jun 9","Canada has the highest immigration levels in the developed world. Our per capita GDP is dropping,","unemployment","is rising, our kids can't find jobs and","","","17","Canadian","culture is being swamped and destroyed by a sea of foreigners.  THAT is my problem.","","Replying to","https://x.com/Trustedcanada","@Trustedcanada","and","https://x.com/slowmanluis","@slowmanluis"
"https://x.com/KenneyRoss75084","https://pbs.twimg.com/profile_images/1748376654529859584/EDzve6y9_bigger.png","Ross Kenney","@KenneyRoss75084","·","Jun 9","YOUTH","CANADIAN","THROUGH THE ROOF THX TO TRUDEAU/CARNEY IMMIGRATION LEVELS!","1","","18","UNEMPLOYMENT","","","","","","","",""
"https://x.com/Lenski808","https://pbs.twimg.com/profile_images/1729185272036745216/tS6ti3K2_bigger.jpg","MOSMedia","@Lenski808","·","Jun 9","Why does the","Canadian","government hate Canadians so much? Have these retards seen the recent","1","","12","unemployment","statistics?","Quote","","","","","",""
"https://x.com/AliAlChalabi1","https://pbs.twimg.com/profile_images/1910361346085941248/sMqtT1MU_bigger.jpg","CHALABI","@AliAlChalabi1","·","Jun 9",", we have an","unemployment","rate of 7%, and most of them don't speak either English or French, they","1","","19","","can't be adapted to Canadian culture.","","Replying to","https://x.com/EramosaStone","@EramosaStone","and","https://x.com/CitImmCanada","@CitImmCanada"
"https://x.com/JasonC928052","https://pbs.twimg.com/profile_images/1725640838267756544/q56ISFf1_bigger.png","Jason C","@JasonC928052","·","Jun 9","This is the ultimate question, but I'd add more to the front end. ""If","unemployment","is rising, while","1","","10","Canadian","health care, housing and educational systems are under immense pressure, why..."" I've lost the thread. Just because folks want to enter, doesn't mean we have to say yes.","","Replying to","https://x.com/EricRStPierre","@EricRStPierre","","",""
"https://x.com/dkreative1","https://pbs.twimg.com/profile_images/1739686317192073216/FCz4b1hy_bigger.jpg","Karen","@dkreative1","·","Jun 9","Interesting analysis.

Bottom line, if this is Elbows Up, buy","Canadian","- then HIRE Canadians. 

And with given the","4","14","488","unemployment","rates - this is a no brainer.","","Replying to","https://x.com/TheophanesRex","@TheophanesRex","","",""
"https://x.com/iPhone836105734","https://pbs.twimg.com/profile_images/1933918169615257600/vV1yxpTB_bigger.jpg","Umar Khanvy","@iPhone836105734","·","Jun 9","I can't understand with","Canadian","market..
They have 7 %","","","43","unemployment","cause tariff. They lost their jobs. Market still hit high everytime","S&P 500 posts back-to-back gain as traders optimistic U.S-China trade talks making progress: Live...","","","","","",""
"https://x.com/vsavoia","https://pbs.twimg.com/profile_images/1496133526357434373/UNernoao_bigger.jpg","Vince Savoia, MSM, EPC.","@vsavoia","·","Jun 9","This Week's Top Stories:","Canadian","Real Estate Demand Erodes &","","","14","Unemployment","Soars - Better Dwelling","This Week's Top Stories: Canadian Real Estate Demand Erodes & Unemployment Soars - Better Dwelling","","","","","",""
"https://x.com/DividendDynamo","https://pbs.twimg.com/profile_images/1297664444328300544/uEttIAbk_bigger.jpg","The Dividend Dynamo","@DividendDynamo","·","Jun 9","I was waiting for an article like this!
Why is the CAD going up when","unemployment","is rising?","","#TSX","47","","","Posthaste: Why the Canadian dollar is going up when the economy is going down","","https://x.com/hashtag/USD?src=hashtag_click","#USD","#stocks","https://x.com/hashtag/usa?src=hashtag_click","#usa"
"https://x.com/DWhelbourn","https://pbs.twimg.com/profile_images/1905716658519629825/MZkOYYW1_bigger.jpg","Capt_Scarlet","@DWhelbourn","·","Jun 9","The same shit in Canada. It is cheaper to hire immigrants than Canadians. Results huge increase in","Canadian","youth","3","","95","unemployment",". That is just the start, it will move into increasingly higher skilled jobs as businesses become aware of how to reduce their costs.","","Replying to","https://x.com/addicted2newz","@addicted2newz","","",""
"https://x.com/HoustonSwisha","https://pbs.twimg.com/profile_images/1428437518127599623/fBsqb7u3_bigger.jpg","HoustonSwisha","@HoustonSwisha","·","Jun 9","So much good? Your","unemployment","rate just ticked up to the highest in years, youth","","","21","unemployment","is at record highs not seen since the 1990s. 8k jobs created but 37k people added last month. Stop kidding yourself, anyone with keeps up with","","Replying to","https://x.com/GeorgeTulay","@GeorgeTulay","and","https://x.com/NCregeen","@NCregeen"
"https://x.com/StephenMcL37317","https://pbs.twimg.com/profile_images/1938122347262697472/Ms3RCG_B_bigger.jpg","Ford Nazi Nation","@StephenMcL37317","·","Jun 9","An elbows up when you check someone in is a cheap shock. Much like our","Canadian","Government. Talk is cheap with shit results in all public service healthcare and our economy high inflation with high","","","31","unemployment",". Canada is a joke.","","Replying to","https://x.com/CheriDiNovo","@CheriDiNovo","","",""
"https://x.com/InstaBharat","https://pbs.twimg.com/profile_images/1910871161031839744/j909_y7G_bigger.jpg","Instant News ™","@InstaBharat","·","Jun 9","","unemployment","","","","39","Canadian","Canada job crisis:  Canada’s","Canada job crisis: Canada’s unemployment rate hits 9-year high as inflation rises, factory losses,...","","","","","",""
"https://x.com/phil2Upsidedown","https://pbs.twimg.com/profile_images/1924034197179469824/8S-4FA9g_bigger.jpg","Phil","@phil2Upsidedown","·","Jun 9","You have a big problem with","Canadian","","1","","6","unemployment","","","Replying to","https://x.com/MarkJCarney","@MarkJCarney","and","https://x.com/ga_richardson","@ga_richardson"
"https://x.com/Lenski808","https://pbs.twimg.com/profile_images/1729185272036745216/tS6ti3K2_bigger.jpg","MOSMedia","@Lenski808","·","Jun 8","Is Diama Mikhaeil currently employed? Or is the","Canadian","government paying her","1","","41","unemployment","insurance so she can promote jihad full time?","","Replying to","https://x.com/l3v1at4an","@l3v1at4an","","",""
"https://x.com/CryptoEcon_Li","https://pbs.twimg.com/profile_images/1472796248629563393/4gqtejuF_bigger.jpg","Victor ""DeFi Toronto"" Li","@CryptoEcon_Li","·","Jun 8","","Canadian","Soars, Driven By Immigration More Than Tariffs - Better Dwelling","","","44","Unemployment","","Canadian Unemployment Soars, Driven By Immigration More Than Tariffs - Better Dwelling","","","","","",""
"https://x.com/SJB2629","https://pbs.twimg.com/profile_images/1501669824556056580/KUCbCtfj_bigger.jpg","SBD","@SJB2629","·","Jun 8","News flash….the","Canadian","grads are having a hard time fining employment. Even university students have a very high","","","6","unemployment","rate because jobs are being given to international students who have work permits. This is just wrong and to think they feel they are entitled.","","Replying to","https://x.com/rupasubramanya","@rupasubramanya","","",""
"https://x.com/JimJohannsson","https://pbs.twimg.com/profile_images/1796665187161853952/NABYn-tl_bigger.jpg","Jim Johannsson","@JimJohannsson","·","Jun 8","","Canadian","rate hit 7.0% last week with youth","1","2","41","unemployment","at a staggering 20.1%.  

In contrast US","","Replying to","https://x.com/FrankWAuthor","@FrankWAuthor","and","https://x.com/ctvqp","@ctvqp"
"https://x.com/RyanGassn","https://pbs.twimg.com/profile_images/1614074133792555010/ATA5IsFV_bigger.jpg","Ryan Gassner","@RyanGassn","·","Jun 8","Go Canada Go","","","3","","14","","","Canadian Unemployment Soars, Driven By Immigration More Than Tariffs - Better Dwelling","Replying to","https://x.com/JimboStanford","@JimboStanford","and","https://x.com/IRPP","@IRPP"
"https://x.com/CdnMnrchyRspctr","https://pbs.twimg.com/profile_images/1786389052817620993/I9_OwBdJ_bigger.jpg","Canadian Monarchy Respecter","@CdnMnrchyRspctr","·","Jun 8","All these images are from non","Canadian","places and","1","22","455","unemployment","just hit 7% so yeah sure","Quote","","","","","",""
"https://x.com/Lorak2058","https://abs.twimg.com/sticky/default_profile_images/default_profile_bigger.png","Lorac","@Lorak2058","·","Jun 8","HARPER The","Canadian","","","","8","unemployment","rate fluctuated between 6.3% and 7.39% from 2003 to 2014. In 2003, the rate was 7.6%. It then generally declined to around 6% by 2006. The rate saw a slight increase to 7.39% in 2012 before stabilizing around 7% in 2013 and 2014.","","Replying to","https://x.com/valdombre","@valdombre","","",""
"https://x.com/SandyJM23","https://abs.twimg.com/sticky/default_profile_images/default_profile_bigger.png","SandyJM","@SandyJM23","·","Jun 8","Not for","Canadian","youth. Their","","as an Electrical Engineering Technologist to gain experience, while growing our economy. A real win-win!","7","unemployment","rate, based on your own statistics, is 20%.

If you keep telling yourself you’re doing something for our kids, you may even believe your bullshit.

Sadly,","Quote","","","","","",""
"https://x.com/DiaGback","https://pbs.twimg.com/profile_images/1695199547914604544/9pfUm7IO_bigger.jpg","Dia G","@DiaGback","·","Jun 8","youth","Canadian","is currently at atleast 35 percent. Canada should not be importing people period.","","","60","unemployment","","","Replying to","https://x.com/rupasubramanya","@rupasubramanya","","",""
"https://x.com/RoryClipsham","https://pbs.twimg.com/profile_images/657055453424189440/CfDy4d55_bigger.jpg","Rory C REALTOR®","@RoryClipsham","·","Jun 8","Top","Canadian","Stories This Week","#InterestRates","#HomeBuying","12","unemployment",".","","","https://x.com/hashtag/HomeSelling?src=hashtag_click","#HomeSelling","#RealEstateInvesting","https://x.com/hashtag/HousingMarket?src=hashtag_click","#HousingMarket"
"https://x.com/GldnRtrvrInSpc","https://pbs.twimg.com/profile_images/1914485314699321346/5t8VXgKP_bigger.jpg","A Dog","@GldnRtrvrInSpc","·","Jun 8","Lol.  If we were actually doing that it wouldn't be a problem. 

We have 15%","unemployment","of","3","","26","Canadian","born youth because our government is allowing the import of minimum wage workers.","and 2 others","Replying to","https://x.com/ddjiii2","@ddjiii2","","https://x.com/_manofwinter","@_manofwinter"
"https://x.com/BcarmB","https://pbs.twimg.com/profile_images/1576332727632400384/HiyBOmsK_bigger.jpg","Metro Vancouver Housing Collapse Facebook Group","@BcarmB","·","Jun 8","","","","","","176","","","This Week's Top Stories: Canadian Real Estate Demand Erodes & Unemployment Soars - Better Dwelling","","","","","",""
"https://x.com/AARNOEXCELLENT","https://pbs.twimg.com/profile_images/1875776622626058240/EnGun18R_bigger.jpg","Aarno Excellent","@AARNOEXCELLENT","·","Jun 8","People are asking why Canada, with a 7%","unemployment","rate, keeps importing people. 

They’re the next army. 

A","1","","54","Canadian","Foreign Legion, where 2 years of service rounding up old stock Canadians gives you a path to citizenship.","Quote","","","","","",""
"https://x.com/LcAllstar","https://pbs.twimg.com/profile_images/1587285673383546881/ydIQCK9W_bigger.jpg","NLcPatriot","@LcAllstar","·","Jun 8","","","","","","6","","","Canadian Unemployment Soars, Driven By Immigration More Than Tariffs - Better Dwelling","","","","","",""
"https://x.com/AARNOEXCELLENT","https://pbs.twimg.com/profile_images/1875776622626058240/EnGun18R_bigger.jpg","Aarno Excellent","@AARNOEXCELLENT","·","Jun 8","People are asking why Canada, with a 7%","unemployment","rate, keeps importing people. 

They’re the next army. 

A","1","","54","Canadian","Foreign Legion, where 2 years of service rounding up old stock Canadians gives you a path to citizenship.","Quote","","","","","",""
"https://x.com/BetterDwelling","https://pbs.twimg.com/profile_images/430850174634569728/4mcTUYol_bigger.png","Better Dwelling","@BetterDwelling","·","Jun 8","This Week's Top Stories:","Canadian","Real Estate Demand Erodes &","2","5","1.9K","Unemployment","Soars","This Week's Top Stories: Canadian Real Estate Demand Erodes & Unemployment Soars - Better Dwelling","","","","","https://x.com/hashtag/VanRe?src=hashtag_click","#VanRe"
"https://x.com/MarvinWise83638","https://pbs.twimg.com/profile_images/1854320570285924373/mFRp0q8e_bigger.png","Marvin Wiseman","@MarvinWise83638","·","Jun 8","","#Unemployment","Soars, Driven By","","","12","","More Than Tariffs","Canadian Unemployment Soars, Driven By Immigration More Than Tariffs - Better Dwelling","","","","","",""
